Puzzle ID,Puzzle String,Backtracking Time,Backtracking Nodes,Backtracking Backtracks,Backtracking Solved,Forward Checking Time,Forward Checking Nodes,Forward Checking Backtracks,Forward Checking Solved,MRV Time,MRV Nodes,MRV Backtracks,MRV Solved
735,070090050900000008005418600003000200800000003010080040000502000004000100080070060,0.4087,3632,3575,0,5.1228,999,1421,0,6.0985,1362,1430,0
736,010000849003001700600000300000056080000907000090830000009000002008600400742000060,0.1870,1575,1520,0,2.6095,576,795,0,0.9932,238,201,0
737,001000920200063000600001007013948000090102070000736140100600005000320001027000400,0.0187,236,187,0,0.4706,114,101,0,0.3107,87,42,0
738,040009010900830204082004900201000090050000060090000502008700430509041007070500020,0.0764,676,627,0,0.9201,235,269,0,0.1580,54,6,0
739,001007809000100003008060140300050000060904030000020008027010300600002000804300700,0.8289,7625,7572,0,5.0163,1060,1511,0,0.2045,59,7,0
740,100000003030060020004000700905102608003586100600000004200314009006090300000020000,0.5143,5650,5598,0,10.8677,2370,3049,0,0.1790,52,0,0
741,000700600006090100810062040001000004065010230700000500020970061009040700007006000,0.5291,5890,5838,0,6.2657,1336,1886,0,0.2062,60,9,0
742,709200003008075400000800100000007048030000010980100000002003000001760200800002905,7.3884,63272,63219,0,29.0156,6220,8852,0,1.2205,343,311,0
743,300400560000093010000000032500230000006701200000064007710000000020180000093005001,1.3677,12357,12304,0,6.8445,1456,2075,0,0.4459,122,74,0
744,200300070009040800080079004000000210800020005092000000700610040006090500050004007,0.2539,2155,2101,0,3.9696,943,1257,0,0.6627,174,129,0
745,000008090008005003370000800000030049840000076930010000003000052200600900060100000,1.3025,12072,12017,0,22.0244,4797,6566,0,2.0957,533,529,0
746,070000040300040900000860003000200610000080000092001000900073000006010004030000020,1.1697,9338,9280,0,10.8617,2375,3279,0,2.8550,670,664,0
747,040050030300609007600403009230000045001000800704020901005040300800000004000908000,0.0205,190,138,0,0.4113,99,81,0,0.1742,52,0,0
748,308209405070000030000000000407508209005020600009704800040000020006000500900000004,0.3205,2746,2692,0,5.0083,1084,1435,0,1.7756,473,448,0
749,600702008009000200000856000205070603000000000040609010034000160002000300500203009,1.1870,9828,9775,0,10.8437,2561,3630,0,1.1731,302,270,0
750,730060000060500008540000170004300000090402030000005200087000092400009080000080041,1.1352,10517,10464,0,11.5837,2348,3752,0,0.8145,212,176,0
751,008000006006790430000516700005300070000050000060002100001985000059074800400000500,0.4091,3483,3431,0,0.5002,116,116,0,0.2512,72,21,0
752,300090001000206000008437900080905020000000000075000160004000500030000090600080003,0.8258,7334,7278,0,8.8394,1797,2591,0,0.5085,124,73,0
753,020090600750100090300000001000310008030508020600029000400000009060004013002030070,0.0246,230,177,0,0.3739,93,66,0,0.1855,53,0,0
754,208507901015020760007000500050103070000060000001000200040000020006204800000956000,0.9434,7229,7177,0,7.4112,1602,2287,0,1.3711,316,295,0
755,006200084000004200500800000210040600300000008008060032000005007003600000490001300,4.0812,35651,35596,0,28.4857,5778,9030,0,0.4650,121,70,0
756,030106250000009060004500000800094030007000800090380007000002300050900000086403020,0.0843,766,713,0,1.0401,234,270,0,0.3919,108,60,0
757,000007006040380275000950000002000307090000080106000900000095000568043020300200000,0.2828,2520,2467,0,5.0720,1151,1411,0,0.7162,202,159,0
758,000010000710040059080509060007401800090000010005000200370000086200386001000000000,0.0466,615,561,0,0.6376,150,130,0,0.1811,54,0,0
759,017600000800501000065030000001000706090000040406000800000040930000805007000009520,0.3312,2628,2573,0,3.0235,671,959,0,1.5010,348,316,0
760,500080173700000002061000000009008205000030000807100300000000420900000008138050006,3.9626,33886,33832,0,21.2137,4515,6697,0,0.3652,117,69,0
761,000500090004100075065080040230000000500090007000000038070050360310008900050002000,1.6090,14610,14556,0,16.7105,3349,5318,0,1.2162,293,258,0
762,002400030050000080900007500006509000090243010000801700004300009060000070010008200,0.5895,5395,5341,0,5.8037,1242,1850,0,1.2199,292,254,0
763,001206500069000730000308000007605300084000690000000000000152000050060080400000001,0.3184,2562,2507,0,4.1942,913,1210,0,0.6823,162,119,0
764,000730200048010300010000960060002010000050000070300020085000030003090670001073000,0.1103,1085,1031,0,1.7497,356,488,0,0.1772,54,0,0
765,100000006060040050000536000080050040200090007530070029600904002007000400020000060,0.3218,2982,2928,0,5.8466,1290,1839,0,0.1867,54,0,0
766,800305004070090060009600100400000605090000020205000008004006300050040070600708009,0.1991,1816,1763,0,1.5197,327,432,0,0.4511,117,67,0
767,500090102037002090200001050072030000400906007000070520040600005020500940308040006,0.1212,1117,1068,0,1.3278,308,394,0,0.4446,130,90,0
768,090000708000061309800900010000006002308000607600500000080009005209150000705000030,3.2697,30019,29966,0,27.3472,5939,8778,0,0.4196,108,58,0
769,500380042100000000004700500000070805300901007407030000008003700000000004210067003,0.0602,557,504,0,0.8811,205,219,0,0.1696,53,0,0
770,000306000010000070005000300000040000800000006930105082509030107003709200080000040,34.1891,314001,313946,0,136.9538,29327,46089,0,0.4192,117,71,0
771,000030000000174000003020500605000807009508100008000900500702008301000709900000006,1.0633,9519,9465,0,5.5277,1180,1727,0,0.6628,176,133,0
772,000600007000059080065100090020000310300000002017000060080004150030960000200005000,0.3172,2675,2620,0,2.6448,566,736,0,0.3981,102,52,0
773,080600100050090042900000000000109008070000010200308000000000001740020060003005070,15.8120,128867,128810,0,127.9947,28208,39998,0,2.1231,489,461,0
774,050070900000800003902006800008103060100060002030702100005300201200005000004020080,0.0843,818,766,0,1.8402,418,503,0,0.3895,104,58,0
775,000307005000010004020040010007600050480000097050009800090070030700060000600805000,1.1904,11333,11278,0,19.3565,4002,5891,0,0.9487,224,196,0
776,000000000500000006030901080903000407010406090002000100400090001068104920000060000,2.5521,33364,33309,0,66.7890,13888,20403,0,1.6244,431,425,0
777,004020900080903070700000001002050100060492050005107200008509300000000000010308090,0.2239,2057,2005,0,3.6627,819,1079,0,0.3470,100,51,0
778,000000000089000520300060001400632005008000100006010900000401000902305806100000007,1.5469,21726,21672,0,23.7844,4843,7584,0,0.2794,82,29,0
779,104750206020000030800000007000080001900402008600010000500000004080000060207061903,0.4386,3915,3862,0,3.0641,659,915,0,0.6103,169,125,0
780,008400026070003900200000000307004008060302090400800502000000001002600080690008200,0.6510,6347,6294,0,9.8680,2127,3195,0,0.6136,157,114,0
781,085000460090070010300904005003406700008030100407000506009702600000108000000090000,0.0731,710,658,0,0.3444,80,60,0,0.2056,57,6,0
782,003070001000201006000008320000007049004000700710900000065100000800306000900020800,0.8571,8473,8418,0,11.6460,2416,3375,0,0.2444,73,19,0
783,910000700060071000000080005600003080309508604080400007200030000000850010008000079,0.9283,8559,8506,0,8.4077,1782,2836,0,0.6221,169,126,0
784,000050010006009800182040000900024000800010004000390005000060957007900300020030000,0.6081,5876,5822,0,9.3700,2017,2788,0,0.8066,215,177,0
785,300800050005901000062005000017000003090000010600000290000600930000509800080007001,0.5487,4599,4544,0,4.2629,908,1310,0,0.3871,99,53,0
786,100853009008000600090000080500070008907010304030508060010204090003000800000705000,4.6728,46623,46571,0,21.1327,4418,6366,0,0.2026,64,14,0
787,310090000080005400007000000200053060053070140070940002000000700008600050000030096,2.2014,19949,19895,0,26.8774,5695,8286,0,1.0319,241,206,0
788,000003800000600039780000064802930006000502000500086203160000092970001000004800000,0.2209,2562,2511,0,3.1067,669,916,0,0.4774,130,83,0
789,000247500070300060900050000200704015601000907750108006000010004060002090008976000,0.1811,1764,1715,0,2.8415,671,874,0,0.2176,67,22,0
790,080000020400070005007000900093208640100030008060000050000806000008107400000903000,1.8171,18402,18347,0,43.1225,8854,12109,0,1.9821,451,428,0
791,070000050109000704060407090001080500000605000005010300010304070703000409040000060,2.3881,20554,20501,0,15.9691,3370,5139,0,2.1230,535,524,0
792,006000200700209005250060037300000001010020090804506302000302000000158000020000040,0.0476,392,340,0,0.5172,124,115,0,0.6041,175,129,0
793,800703001050000060007060800002000600000609000900020007020000070003172400600408003,2.1001,17357,17303,0,9.1530,2081,3103,0,0.1727,54,0,0
794,100300056380006090004070200020000007001090500700000040008030100010400072270001004,2.3268,19888,19836,0,18.0261,3890,5826,0,0.7161,180,141,0
795,000540007000002500300006024004000060280901053090000800840600005007300000900015000,0.0823,872,819,0,0.5749,132,122,0,0.1794,53,0,0
796,800000007093000150070000020001060200200341005000000000009408300038502970702000501,0.7282,7133,7082,0,6.7204,1477,2225,0,0.1669,56,6,0
797,500000008003020100007809600020904080000513000009000400061000840030000010900106002,0.6790,5959,5906,0,8.8049,1983,2707,0,1.5394,389,356,0
798,800020006000090000062010590028000630000000000090256080000407000903000402010000050,5.0025,44489,44434,0,30.5450,6286,8996,0,1.7316,417,394,0
799,700080600000000200603709001060002900000408000005600010400807103006000000008010005,10.1287,90726,90671,0,53.8243,10823,15608,0,0.7338,183,140,0
800,030000050020000070040109020000314000003080200600205001300000009060000080008427600,0.5952,5454,5400,0,3.8376,814,1147,0,1.2448,326,288,0
801,001000070450000320006002001107080060600409008090060403500900200012000094070000100,0.3095,3251,3200,0,4.6922,1088,1360,0,0.3809,111,63,0
802,300004009070008050002950300580000200006030100001000076003095800060800030800400002,0.1517,1415,1363,0,2.5032,552,739,0,0.1904,55,4,0
803,000564000004090800000108000600050009003000200940000057060301090009675300300080001,0.6490,5830,5778,0,4.9764,1117,1609,0,6.1794,1549,1650,0
804,006007900070020030900008700500700600040000080008003009003800001010070050005400300,3.7148,31636,31581,0,29.7188,6082,9733,0,8.1283,1834,1932,0
805,096020830000918000200000004080040050300000009702000408030106040007304600000080000,0.7836,6741,6688,0,3.0995,684,902,0,0.9107,222,183,0
806,000500802200040001003020900060001209100000004708300010001080500800060003506007000,0.3898,4082,4029,0,6.8013,1443,1927,0,0.5031,135,87,0
807,000000000069000520702060801900010004050040010001080300005708200200000007000294000,0.5761,7376,7322,0,7.5409,1588,2383,0,0.4450,127,80,0
808,106000709700000002089000560007863400000040000040509030000000000000691000013050890,0.7421,5527,5474,0,5.8572,1331,1936,0,0.1864,53,0,0
809,090060740600008003100200000080000600400010005007000020000006002800900004013050060,4.4580,37692,37636,0,37.5893,7764,12222,0,4.3402,1034,1054,0
810,004000900000050160500009073000690000030000040000071000640100002023080000007000800,20.7464,184919,184862,0,184.1913,36457,57311,0,2.1656,506,489,0
811,005100030700008600040060001080709002007010900900406050100090070009200006020001400,0.4213,3832,3780,0,5.4024,1185,1647,0,2.1739,532,513,0
812,000020060900061500030905000081000200250000034006000950000702040007430005060050000,0.0378,423,370,0,0.3192,78,45,0,0.4023,111,60,0
813,009032000070400030006500000720003005040000010300100092000001400090004060000970300,1.2642,12506,12451,0,20.1900,4132,5992,0,0.4047,106,58,0
814,605700000040310000380426000500090100900000007004050002000572018000064020000001604,0.2699,2598,2547,0,1.8610,396,578,0,0.4050,107,67,0
815,000000940900310065050004007090050000005801400000030010600100020280093001071000000,1.0388,10501,10448,0,9.5598,1939,3062,0,0.7095,199,156,0
816,710000020080010503004008010600100700000090000005007006090500300508030040060000052,1.4365,12276,12222,0,9.2960,1942,3052,0,6.1671,1379,1484,0
817,604800079800070000007000601000205003040000050200308000103000500000020008780003106,1.2023,9218,9165,0,11.4704,2740,3716,0,1.3603,349,323,0
818,049070680003000070000506000800017900000060000004850001000901000080000200016080390,0.4075,3290,3236,0,4.8452,1112,1497,0,0.2870,78,27,0
819,000403000009000700010726050003651200060902080000070000700010008020000030800000005,0.4605,4134,4079,0,4.0956,835,1162,0,2.0406,450,443,0
820,002910000050700090001003207003000062600090004240000300107800400090006070000071800,0.3946,3955,3903,0,5.2696,1128,1498,0,0.1764,52,0,0
821,000290700003800050008710390006000010087050240040000500034076900070001400009042000,0.0310,305,255,0,0.4983,119,115,0,0.2263,72,23,0
822,605003000048000050001050060009400010007209600030007900050070800010000790000300506,1.9037,19514,19461,0,25.7956,5385,7824,0,0.2749,77,26,0
823,600400070010070005057006200080000003000702000100000080001600840400050030030004001,0.5077,4159,4104,0,5.5937,1269,1780,0,0.8325,213,170,0
824,090060010012000650076040980000903000067050820050020090120000079000294000000000000,0.2998,3039,2987,0,3.8167,796,984,0,0.2744,72,22,0
825,000007100054001070100640020860000900005000600009000045040058007080700490006900000,1.3491,11818,11765,0,17.0633,3614,5523,0,2.5861,651,648,0
826,050000000946003000100000690000260800060070030008014000085000003000400759000000010,7.5356,67360,67304,0,50.4861,10704,15893,0,2.6150,599,604,0
827,005007049000051800000403016050004000090000060000500070520109000004820000860700100,0.2157,1985,1932,0,1.6709,346,475,0,0.3686,103,53,0
828,000008000970000081403090050000000046008902500130000000040010205210000067000600000,1.3198,13614,13559,0,9.3770,1947,2589,0,0.6379,186,144,0
829,050490017000000650007160000000500006209000504500007000000021400028000000910056080,3.6954,32505,32452,0,21.5362,4774,6853,0,0.8569,223,184,0
830,054060710000749000000000000073000520208000107140000096006301900000407000400090005,1.9684,18046,17994,0,26.0162,5744,7802,0,0.1704,52,0,0
831,000000000061805730090000040007506900010030060006971400050307020803090506000000000,1.0379,11579,11527,0,21.6469,4682,6250,0,0.6605,187,148,0
832,005201000800004030000050090004007600050962080008100500060020000080400001000706400,0.6418,6223,6169,0,7.7640,1659,2301,0,1.8019,453,451,0
833,500060003040000010001040900050201080100000005000709000002000400070804060008090300,2.9184,26885,26829,0,30.6295,6171,9426,0,0.3353,94,42,0
834,004050003090100000057903001060500904000090000409006030900605780000008040500040300,0.6195,5597,5545,0,7.5115,1581,2444,0,0.4957,134,85,0
835,004325600010090080009000400000209000830000069002803100050704020000000000600010004,0.2007,1884,1830,0,2.6872,562,731,0,0.6946,170,129,0
836,070805010000000000800010004057301840004709100003000900010050070008000200020030080,1.1585,12572,12518,0,25.3062,5355,7358,0,0.8324,202,162,0
837,000897600008263000200004080492000076680000052150000839020400008000925300004786000,0.0409,386,341,0,0.5254,139,136,0,0.1549,53,9,0
838,809020301001389400300000009000030000400000008000806000030090050540010096106205803,0.7042,6270,6220,0,3.5246,750,1193,0,0.1481,50,0,0
839,086000002900000004124005006001030000050802060000070400600400587400000003500000240,1.0714,10251,10198,0,13.4340,2830,4141,0,1.7171,426,398,0
840,030500010750800046000070000000102079003000400670408000000010000240005037010007050,0.5019,4863,4810,0,7.6909,1682,2161,0,1.2354,314,274,0
841,008409200300000009020000060000000000860050093000897000010000040790205031000906000,3.1724,29870,29815,0,17.6443,3665,5949,0,0.9156,231,185,0
842,000871000050000020600402003010000060000000000060294010900743001540060037030000090,7.1233,61354,61301,0,22.3001,4710,6974,0,0.4796,123,75,0
